company_id,date,trix,psar,ema_9
16,2010-01-06,,3.45,
16,2010-01-07,,3.0,
16,2010-01-08,,3.5,
16,2010-01-11,,3.486,
16,2010-01-12,,3.47228,
16,2010-01-13,,3.4588344,
16,2010-01-14,,3.445657712,
16,2010-01-15,,3.43274455776,
16,2010-01-19,,3.4200896666048,3.060500992000001
16,2010-01-20,,3.407687873272704,3.0684007936000013
16,2010-01-21,,3.39553411580725,3.064720634880001
16,2010-01-22,,3.3836234334911053,3.051776507904001
16,2010-01-26,,3.3719509648212833,3.061421206323201
16,2010-01-27,,3.3605119455248578,3.049136965058561
16,2010-01-29,,3.3340914677038636,3.059309572046849
16,2010-02-10,,3.308727808995709,2.987447657637479
16,2010-03-08,,3.2843786966358803,2.9999581261099832
16,2010-04-20,,3.261003548770445,2.9999665008879868
16,2010-04-21,,3.2385634068196274,2.9499732007103896
16,2010-05-04,-0.4718815933102972,3.2170208705468424,2.9099785605683115
16,2010-05-05,-0.6168809255785642,3.1963400357249685,2.8679828484546492
16,2010-05-14,-0.6045763445701271,3.1764864342959696,2.88438627876372
16,2010-05-17,-0.5435350452711336,3.157426976924131,2.887509023010976
16,2010-05-18,-0.5418219674498381,3.1391298978471656,2.8600072184087812
16,2010-05-19,-0.5844902432261524,3.121564701933279,2.8280057747270253
16,2010-05-20,-0.6313003860336344,3.104702113855948,2.8024046197816204
16,2010-05-25,-0.7713182431060064,3.08851402930171,2.7419236958252964
16,2010-05-26,-0.865838635318721,3.053203187543607,2.713538956660237
16,2010-05-27,-1.02387825211763,3.000946932540119,2.6508311653281895
16,2010-05-28,-1.1173783150975656,2.9528711779369092,2.6206649322625517
16,2010-05-31,-1.433143456158892,2.9086414837019565,2.4965319458100415
16,2010-06-07,-1.7846144065548974,2.817777335331761,2.397225556648033
16,2010-06-15,-1.9093518374893228,2.735999601798585,2.3777804453184266
16,2010-06-16,-1.6254797647276553,2.0,2.4522243562547414
16,2010-06-23,-1.3227582821256105,2.015,2.4617794850037935
16,2010-06-28,-1.3396064031906039,2.75,2.369423588003035
16,2010-07-01,-1.3676106848767304,2.735,2.331538870402428
16,2010-07-07,-1.3778859118069215,2.7203,2.3012310963219424
16,2010-07-08,-1.410459191576396,2.705894,2.2609848770575542
16,2010-07-13,-1.2496697566269281,2.6917761199999997,2.2847879016460437
16,2010-07-19,-1.0080019778263194,2.6779405975999997,2.303830321316835
16,2010-07-22,-0.7512608419044701,2.6643817856479997,2.3190642570534683
16,2010-09-23,-0.11216424927781164,2.0,2.4532514056427748
16,2010-09-24,0.6589564488001471,2.0198,2.58060112451422
16,2010-09-27,1.9415705495978979,2.062608,2.864480899611376
16,2010-10-13,2.1885903923462844,4.4,2.791584719689101
16,2010-10-14,2.3803733373857985,4.3548,2.8732677757512812
16,2010-10-15,2.3459807781351314,4.310504,2.8986142206010252
16,2010-10-18,2.186211620865558,4.26709392,2.91889137648082
16,2010-12-03,1.5892367183793628,4.2245520416,2.8071131011846564
16,2010-12-06,1.0367298191772918,4.182861000768,2.7656904809477254
16,2010-12-07,0.5752514561390079,4.14200378075264,2.7325523847581805
16,2010-12-08,0.214748986583488,4.101963705137587,2.7060419078065445
16,2011-01-03,0.25602449713297193,4.062724431034836,2.7928335262452357
16,2011-01-24,0.48813949086263614,4.024269942414139,2.874266820996189
16,2011-01-26,0.6351670098018206,3.9865845435658565,2.8974134567969516
16,2011-02-02,0.2627394526741875,3.9496528526945394,2.7559307654375615
16,2011-02-24,-0.303179472270179,3.9134597956406485,2.6307446123500493
16,2011-02-25,-0.574831482530839,3.8421214038150224,2.6325956898800396
