company_id,date,trix,psar,ema_9
271,2010-01-13,,4.0,
271,2010-01-18,,4.0,
271,2010-06-23,,4.0,
271,2010-06-24,,4.0,
271,2010-06-29,,4.022,
271,2010-09-30,,4.12268,
271,2010-11-09,,4.2173191999999995,
271,2010-11-12,,4.419933663999999,
271,2010-11-18,,6.75,4.5137446400000005
271,2010-11-19,,6.705,4.6089957120000005
271,2010-12-01,,6.6609,4.8871965696
271,2010-12-07,,4.5,5.30775725568
271,2010-12-28,,4.5498,5.182205804544
271,2011-01-18,,4.598604,5.1457646436352
271,2011-01-28,,4.6464319199999995,5.12061171490816
271,2011-02-14,,6.99,5.032489371926528
271,2011-03-04,,6.9438,4.961991497541223
271,2011-03-29,,6.898524,4.909593198032979
271,2011-03-30,,6.85415352,4.867674558426383
271,2011-05-03,-0.4743386458742995,6.8106704496,4.810139646741107
271,2011-05-10,-0.1493334793127231,6.721443631616,5.048111717392886
271,2011-05-26,-0.11366178845804967,6.635785886351361,4.954489373914309
271,2011-11-09,-0.07305615908445892,6.553554450897306,4.963591499131447
271,2011-11-23,-0.035545880303126734,6.474612272861414,4.970873199305158
271,2011-11-28,-0.004648211113092101,6.398827781946958,4.976698559444127
271,2011-12-13,-0.751623198922434,6.32607467066908,4.491358847555302
271,2011-12-22,-1.711171486473516,6.099510190428934,4.103087078044242
271,2011-12-27,-2.212844666076012,5.886539579003198,4.044469662435393
271,2012-01-12,-2.8019654892199344,5.686347204263006,3.7655757299483144
271,2012-01-18,-2.88252325935567,5.498166372007225,3.8064605839586516
271,2012-01-19,-1.9891520231884359,2.55,4.235168467166922
271,2012-01-20,-0.7338074858524892,2.618,4.578134773733538
271,2012-01-24,0.5177934777866434,2.78728,4.862507818986831
271,2012-01-25,1.7204925364915733,3.0640432,5.1900062551894655
271,2012-01-26,2.4880988782626043,3.324200608,5.362005004151572
271,2012-01-27,2.9200869269519005,3.56874857152,5.519604003321258
271,2012-02-06,3.0298461778953163,3.7986236572288,5.6156832026570065
271,2012-02-07,2.93873035387799,4.014706237795072,5.6945465621256055
271,2012-02-08,2.7311334919633277,4.217823863527368,5.757637249700484
271,2012-02-09,2.462339234343275,4.4087544317157255,5.806109799760388
271,2012-02-10,2.1728625188199002,4.588229165812782,5.844887839808311
271,2012-02-20,1.4787707884078185,7.4,5.595910271846649
271,2012-02-28,0.8351274372829792,7.3256000000000006,5.476728217477319
271,2012-02-29,0.3015643867673401,7.252688000000001,5.381382573981855
271,2012-03-12,-0.10908303504305984,7.181234240000001,5.305106059185484
271,2012-03-16,-0.12032743597939614,7.111209555200001,5.444084847348388
271,2012-03-20,-0.016411357358884382,7.042585364096001,5.515267877878711
271,2012-03-21,0.2342460268224966,6.975333656814081,5.652214302302969
271,2012-03-22,0.8353538675717032,3.68,5.9957714418423755
271,2012-03-23,2.235689799235655,3.754,6.816617153473901
271,2012-03-26,3.345185922720196,4.04544,7.253293722779121
271,2012-03-27,4.043048887146774,4.3252224,7.602634978223297
271,2012-03-28,4.351348813680385,4.593813504,7.8821079825786375
271,2012-03-29,5.461955274760668,4.85166096384,9.00568638606291
271,2012-03-30,6.708010273557423,5.370561306009599,10.10854910885033
271,2012-04-02,7.1851886096013216,6.3809164015288315,10.686839287080264
271,2012-04-03,6.957647197431564,7.310443089406525,11.013471429664213
271,2012-04-04,6.373331723675618,8.165607642254002,11.27477714373137
271,2012-04-10,5.6612413716995595,8.952359030873682,11.499821714985098
271,2012-04-11,4.945029757273693,9.676170308403787,11.69985737198808
271,2012-04-12,4.2983976069666205,10.342076683731484,11.899885897590465
271,2012-04-13,3.6335573271641857,10.954710549032965,11.955908718072372
271,2012-04-16,2.840904743309735,18.0,11.764726974457897
271,2012-04-17,2.238899214060846,17.86,11.811781579566318
271,2012-04-18,1.8114474750411242,17.5296,11.901425263653055
271,2012-04-19,1.4568894679349889,17.212415999999997,11.921140210922445
271,2012-04-20,1.2347867031148934,16.907919359999998,12.036912168737956
271,2012-04-23,1.0679567392406617,16.615602585599998,12.109529734990366
271,2012-04-24,0.930371926191314,16.334978482176,12.163623787992295
271,2012-04-26,0.8011268508517297,16.06557934288896,12.190899030393837
271,2012-04-30,0.6832059224629045,15.806956169173402,12.212719224315071
271,2012-05-03,0.34161704072020904,15.558677922406465,11.870175379452057
271,2012-05-04,-0.04328635348021995,15.320330805510206,11.596140303561645
271,2012-05-07,-0.321341805337382,15.091517573289797,11.476912242849316
271,2012-05-08,-0.32931469691589255,14.871856870358206,11.653529794279454
271,2012-05-09,-0.21598513775842593,14.660982595543878,11.794823835423562
271,2012-05-15,-0.4821842686786491,14.458543291722123,11.27585906833885
271,2012-05-16,-0.8635048289773598,14.143030694218796,10.86068725467108
271,2012-05-17,-0.8047641953198372,13.846448852565668,11.160549803736863
271,2012-05-18,-0.5514884857000366,13.567661921411728,11.40043984298949
271,2012-05-21,-0.1567660142933586,13.305602206127025,11.720351874391593
271,2012-05-22,0.23928689300043424,13.059266073759403,11.976281499513274
271,2012-05-23,0.499910231590902,12.82771010933384,12.08102519961062
271,2012-05-24,0.64722692830841,12.61004750277381,12.156820159688497
271,2012-05-30,0.3828268981786276,12.306843702551905,11.725456127750798
271,2012-05-31,-0.012582240142336467,12.027896206347753,11.384364902200637
271,2012-06-01,-0.2040778817269852,11.771264509839932,11.407491921760512
271,2012-06-05,-0.4782576684402325,11.535163349052738,11.12599353740841
271,2012-06-07,-0.6699555353672062,8.82,11.00479482992673
271,2012-06-08,-0.8317333040250378,8.8996,10.843835863941386
271,2012-06-11,-0.7677925243091582,8.977608,10.97506869115311
271,2012-06-15,-0.6752848413334025,9.05405584,10.976054952922489
271,2012-06-18,-0.43571260808653,9.1289747232,11.176843962337992
271,2012-06-19,-0.19856251802362665,9.202395228736,11.285475169870395
271,2012-06-20,0.012006293713054018,9.27434732416128,11.384380135896317
271,2012-06-21,0.17774573604794736,9.344860377678055,11.463504108717053
271,2012-06-22,0.3786603239919043,9.413963170124493,11.646803286973643
271,2012-06-25,0.5472114333310176,9.481683906722003,11.781442629578915
271,2012-06-26,0.6876220776932378,9.548050228587563,11.921154103663133
271,2012-06-27,0.8309249021426559,9.68132821944406,12.104923282930507
271,2012-06-28,0.9020974327153347,9.809275090666297,12.199938626344407
271,2012-06-29,0.8519922841629333,9.932104087039646,12.179950901075527
271,2012-07-02,0.5464367102862964,10.05001992355806,11.863960720860423
271,2012-07-04,0.16629680258741372,12.88,11.595168576688337
271,2012-07-05,-0.19080751558905518,12.8244,11.37613486135067
271,2012-07-10,-0.5478404037257881,12.769912000000001,11.100907889080537
271,2012-07-11,-0.7804537053803225,12.659115520000002,10.97672631126443
271,2012-07-16,-0.914681322251353,12.552750899200001,10.877381049011545
271,2012-07-17,-1.0117821628186643,12.450640863232001,10.741904839209237
271,2012-07-18,-1.0918305615311006,12.35261522870272,10.59352387136739
271,2012-07-19,-1.276230110199565,12.258510619554611,10.274819097093912
271,2012-07-20,-1.4633593872256248,12.062999982381335,10.01985527767513
271,2012-07-23,-1.6063065815441862,11.879219983438455,9.815884222140106
271,2012-07-26,-1.5511293901480685,11.706466784432148,9.842707377712085
271,2012-07-27,-1.3935131142229185,11.54407877736622,9.864165902169669
271,2012-07-30,-1.3032105286661329,11.391434050724246,9.733332721735735
271,2012-07-31,-1.237653683430536,11.247948007680792,9.628666177388588
271,2012-08-02,-1.237868441184985,11.113071127219945,9.462932941910871
271,2012-08-03,-1.1430843391317116,10.90482543704235,9.468346353528698
271,2012-08-06,-1.0788652910863716,10.713239402078962,9.376677082822958
